,Id,fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,Quality
1089,783,6.6,0.38,0.15,4.6,44.0,25.0,78.0,0.9931,3.11,0.38,10.2,1
1090,4501,5.2,0.31,0.36,5.1,31.0,46.0,145.0,0.9897,3.14,0.31,12.4,1
1091,2028,7.8,0.4,0.49,7.8,0.06,34.0,162.0,0.9966,3.26,0.58,11.3,1
1092,109,8.0,0.23,0.35,9.2,44.0,53.0,186.0,0.997,3.09,0.56,9.5,1
1093,71,6.0,0.25,0.4,5.7,52.0,56.0,152.0,0.99398,3.16,0.88,10.5,1
1094,1194,6.9,0.15,0.29,2.3,33.0,14.0,82.0,0.99132,3.1,0.58,11.2,1
1095,913,5.8,0.54,0.0,1.4,33.0,40.0,107.0,0.98918,3.26,0.35,12.4,0
1096,81,7.4,0.22,0.33,2.0,45.0,31.0,101.0,0.9931,3.42,0.55,11.4,0
1097,2731,6.4,0.43,0.32,1.4,48.0,10.0,67.0,0.992,3.08,0.41,11.4,0
1098,4535,5.1,0.33,0.22,1.6,27.0,18.0,89.0,0.9893,3.51,0.38,12.5,1
1100,182,7.0,0.2,0.49,5.9,38.0,39.0,128.0,0.9938,3.21,0.48,10.8,1
1101,2342,7.2,0.2,0.22,1.6,44.0,17.0,101.0,0.99471,3.37,0.53,10.514612634088232,0
1102,3588,6.5,0.37,0.33,3.9,27.0,40.0,130.0,0.9906,3.28,0.39,12.7,1
1103,1138,6.5,0.35,0.31,10.2,69.0,58.0,170.0,0.99692,3.18,0.49,9.4,0
1104,1434,6.3,0.27,0.51,7.6,49.0,35.0,200.0,0.99548,3.16,0.54,9.4,0
1105,116,6.7,0.28,0.14,1.4,43.0,64.0,159.0,0.992,3.17,0.39,10.0,0
1106,1746,7.4,0.34,0.42,1.1,33.0,17.0,171.0,0.9917,3.12,0.53,11.3,1
1107,3806,6.6,0.25,0.39,1.45,0.04,40.0,89.0,0.9911,3.35,0.4,11.4,1
1108,2834,5.8,0.3,0.12,1.6,36.0,57.0,163.0,0.99239,3.38,0.59,10.5,1
1109,1450,6.5,0.26,0.28,12.5,46.0,80.0,225.0,0.99685,3.18,0.41,10.0,1
1110,3318,7.3,0.13,0.32,14.4,51.0,34.0,109.0,0.9974,3.2,0.35,9.2,1
1111,2596,5.4,0.24,0.18,2.3,0.05,22.0,145.0,0.99207,3.24,0.46,10.3,0
1112,1541,6.1,0.32,0.24,1.5,36.0,38.0,124.0,0.9898,3.29,0.42,12.4,1
1113,2828,5.8,0.28,0.27,2.6,54.0,30.0,156.0,0.9914,3.53,0.42,12.4,0
1114,4437,6.1,0.3,0.47,1.4,49.0,50.0,187.0,0.9927,3.19,0.45,9.5,0
1115,1348,9.4,0.28,0.3,1.6,45.0,36.0,139.0,0.99534,3.11,0.49,9.3,0
1116,2383,6.5,0.21,0.35,5.7,43.0,47.0,197.0,0.99392,3.24,0.5,10.1,1
1117,1556,6.2,0.24,0.22,7.9,53.0,45.0,149.0,0.99545,3.23,0.52,9.3,0
1118,2520,5.6,0.26,0.18,1.4,34.0,18.0,135.0,0.99174,3.32,0.35,10.2,1
1119,1539,6.5,0.33,0.38,2.5,47.0,30.0,148.0,0.98964,3.17,0.43,12.7,1
1120,2351,7.6,0.2,0.3,14.2,56.0,53.0,212.5,0.999,3.14,0.46,8.9,1
1121,1848,6.8,0.3,0.33,12.8,41.0,60.0,168.0,0.99659,3.1,0.56,9.8,0
1122,3191,7.8,0.22,0.36,1.4,56.0,21.0,153.0,0.993,3.2,0.53,10.4,1
1123,4434,7.7,0.3,0.23,2.0,68.0,28.0,138.0,0.99382,3.11,0.62,9.8,0
1124,3392,5.9,0.33,0.32,8.1,38.0,9.0,34.0,0.9911,3.22,0.36,12.7,1
1125,4194,5.1,0.165,0.22,5.7,47.0,42.0,146.0,0.9934,3.18,0.55,9.9,1
1126,1522,7.4,0.18,0.31,1.4,58.0,38.0,167.0,0.9931,3.16,0.53,10.0,1
1127,1477,7.5,0.38,0.56,9.7,55.0,15.0,170.0,0.99605,3.13,0.65,9.9,1
1128,563,6.9,0.38,0.29,13.65,48.0,52.0,189.0,0.99784,3.0,0.6,9.5,1
1129,4460,6.5,0.29,0.42,10.6,42.0,66.0,202.0,0.99674,3.24,0.53,9.5,1
1130,3289,6.6,0.16,0.35,1.8,42.0,26.0,105.0,0.98962,3.19,0.75,12.4,1
1131,3627,8.0,0.22,0.31,5.6,49.0,24.0,97.0,0.993,3.1,0.42,10.9,0
1132,2312,7.9,0.18,0.37,1.2,0.04,16.0,75.0,0.992,3.18,0.63,10.8,0
1133,629,6.7,0.3,0.49,4.8,34.0,36.0,158.0,0.9945,3.12,0.45,9.9,1
1134,875,6.9,0.29,0.41,7.8,46.0,52.0,171.0,0.99537,3.12,0.51,9.6,0
1135,2039,5.2,0.24,0.15,7.1,43.0,32.0,134.0,0.99378,3.24,0.48,9.9,1
1136,349,7.5,0.33,0.48,19.45,48.0,55.0,243.0,1.001,2.95,0.4,8.8,0
1137,2340,7.0,0.15,0.28,14.7,51.0,29.0,149.0,0.99792,2.96,0.39,9.0,1
1138,2181,6.4,0.2,0.22,7.4,32.0,53.0,172.0,0.99404,3.24,0.58,11.0,1
1139,3068,6.1,0.22,0.23,3.1,52.0,15.0,104.0,0.9948,3.14,0.42,8.7,0
1140,699,7.6,0.3,0.22,10.2,49.0,57.0,191.0,0.9966,3.08,0.4,9.3,1
1141,1127,5.9,0.26,0.29,5.4,46.0,34.0,116.0,0.99224,3.24,0.41,11.4,1
1143,4623,6.9,0.38,0.32,8.5,44.0,36.0,152.0,0.9932,3.38,0.35,12.0,1
1144,4231,8.1,0.2,0.4,2.0,37.0,19.0,87.0,0.9921,3.12,0.54,11.2,1
1145,680,6.1,0.37,0.46,12.0,42.0,61.0,210.0,0.997,3.17,0.59,9.7,1
1146,4238,7.4,0.19,0.31,14.5,45.0,39.0,193.0,0.9986,3.1,0.5,9.2,1
1147,3902,6.3,0.34,0.31,6.0,0.02,18.0,68.0,0.98981,3.22,0.29,13.4,1
1148,4293,7.5,0.27,0.31,17.7,51.0,33.0,173.0,0.999,3.09,0.64,10.2,0
1149,91,7.0,0.32,0.24,6.2,48.0,31.0,228.0,0.9957,3.23,0.62,9.4,1
1150,1784,6.8,0.17,0.17,5.1,49.0,26.0,82.0,0.993,3.0,0.38,9.8,1
1151,3030,5.8,0.3,0.09,6.3,42.0,36.0,138.0,0.99382,3.15,0.48,9.7,0
1152,1056,6.6,0.21,0.34,5.6,46.0,30.0,140.0,0.99299,3.22,0.38,11.0,0
1153,2170,6.9,0.25,0.26,5.2,24.0,36.0,135.0,0.9948,3.16,0.72,10.7,1
1154,1978,7.7,0.24,0.29,15.3,44.0,39.0,194.0,0.9982,3.06,0.47,9.6,1
1155,1568,6.2,0.16,0.32,1.1,36.0,74.0,184.0,0.99096,3.22,0.41,11.0,1
1156,3687,8.0,0.24,0.3,17.45,56.0,43.0,184.0,0.9997,3.05,0.5,9.2,1
1157,1345,6.9,0.35,0.55,11.95,38.0,22.0,111.0,0.99687,3.11,0.29,9.7,0
1158,1206,6.3,0.32,0.17,17.75,0.06,51.0,190.0,0.99916,3.13,0.48,8.8,1
1159,3298,6.7,0.28,0.34,8.9,48.0,32.0,111.0,0.99455,3.25,0.54,11.0,1
1161,3091,6.7,0.31,0.42,6.4,57.0,25.0,148.0,0.9955,3.16,0.45,9.6,0
1162,1042,7.0,0.36,0.32,10.05,45.0,37.0,131.0,0.99352,3.09,0.33,11.7,1
1163,551,8.1,0.29,0.49,7.1,42.0,22.0,124.0,0.9944,3.14,0.41,10.8,1
1164,391,5.8,0.29,0.38,10.7,38.0,49.0,136.0,0.99366,3.11,0.59,11.2,1
1165,287,6.7,0.17,0.5,2.1,43.0,27.0,122.0,0.9923,3.15,0.45,10.3,1
1166,809,8.1,0.36,0.59,13.6,51.0,60.0,134.0,0.99886,2.96,0.39,8.7,0
1167,3002,6.3,0.3,0.19,7.7,49.0,47.0,184.0,0.99514,3.22,0.48,9.5,0
1168,1441,5.7,0.25,0.27,10.8,0.05,58.0,116.0,0.99592,3.1,0.5,9.8,1
1169,2483,7.0,0.15,0.28,14.7,51.0,29.0,149.0,0.99792,2.96,0.39,9.0,1
1170,4083,6.9,0.26,0.49,1.6,58.0,39.0,166.0,0.9965,3.65,0.52,9.4,0
1171,1061,6.8,0.26,0.44,8.2,46.0,52.0,183.0,0.99584,3.2,0.51,9.4,0
1172,2571,6.5,0.28,0.26,8.8,0.04,44.0,139.0,0.9956,3.32,0.37,10.2,1
1173,2277,8.8,0.24,0.23,10.3,32.0,12.0,97.0,0.99571,3.13,0.4,10.7,1
1174,1060,7.3,0.26,0.33,11.8,57.0,48.0,127.0,0.99693,3.1,0.55,10.0,1
1175,75,6.5,0.32,0.23,1.2,54.0,39.0,208.0,0.99272,3.18,0.46,9.9,1
1176,4048,7.5,0.31,0.24,7.1,31.0,28.0,141.0,0.99397,3.16,0.38,10.6,1
1177,880,6.2,0.27,0.18,1.5,28.0,20.0,111.0,0.99228,3.41,0.5,10.0,0
1178,1852,6.8,0.11,0.42,1.1,42.0,51.0,132.0,0.99059,3.18,0.74,11.3,1
1179,2322,6.0,0.13,0.28,5.7,38.0,56.0,189.5,0.9948,3.59,0.43,10.6,1
1180,1015,6.7,0.23,0.31,2.1,46.0,30.0,96.0,0.9926,3.33,0.64,10.7,1
1181,1636,6.1,0.37,0.2,7.6,31.0,49.0,170.0,0.99558,3.22,0.48,9.5,0
1182,1318,5.8,0.29,0.05,0.8,38.0,11.0,30.0,0.9924,3.36,0.35,9.2,0
1183,347,6.0,0.2,0.38,1.3,34.0,37.0,104.0,0.98865,3.11,0.52,12.7,1
1184,619,7.0,0.22,0.3,1.4,0.04,14.0,63.0,0.98985,3.2,0.33,12.0,1
1185,2931,6.4,0.27,0.17,8.4,44.0,60.0,198.0,0.99578,3.21,0.47,9.4,0
1186,3743,6.3,0.27,0.25,5.8,38.0,52.0,155.0,0.995,3.28,0.38,9.4,1
1187,3042,6.0,0.19,0.26,12.4,48.0,50.0,147.0,0.9972,3.3,0.36,8.9,1
1188,2917,7.1,0.18,0.74,15.6,44.0,44.0,176.0,0.9996,3.38,0.67,9.0,1
1189,4186,6.2,0.28,0.51,7.9,56.0,49.0,206.0,0.9956,3.18,0.52,9.4,0
1190,2510,6.6,0.39,0.39,11.9,57.0,51.0,221.0,0.99851,3.26,0.51,8.9,1
1191,3526,5.3,0.16,0.39,1.0,28.0,40.0,101.0,0.99156,3.57,0.59,10.6,1
1192,3965,6.4,0.17,0.34,1.5,91.0,42.0,135.0,0.9938,3.25,0.49,9.6,1
1193,2656,6.4,0.25,0.33,1.4,0.04,42.0,115.0,0.9906,3.19,0.48,11.3,1
1194,3202,5.8,0.17,0.36,1.3,36.0,11.0,70.0,0.99202,3.43,0.68,10.4,1
1195,2788,6.4,0.16,0.25,1.4,57.0,21.0,125.0,0.99091,3.23,0.44,11.1,1
1196,3257,7.4,0.17,0.29,1.4,47.0,23.0,107.0,0.9939,3.52,0.65,10.4,1
1197,1032,6.7,0.24,0.33,12.3,46.0,31.0,145.0,0.9983,3.36,0.4,9.5,0
1198,6,6.2,0.25,0.25,1.4,0.03,35.0,105.0,0.9912,3.3,0.44,11.1,1
1199,656,6.4,0.29,0.32,2.4,14.0,34.0,89.0,0.99008,3.24,0.66,12.5,1
1200,2567,6.6,0.27,0.41,1.3,52.0,16.0,142.0,0.9951,3.42,0.47,10.0,1
1201,3719,7.0,0.31,0.26,7.4,69.0,28.0,160.0,0.9954,3.13,0.46,9.8,1
1202,1745,6.7,0.23,0.17,1.3,61.0,14.0,100.0,0.9925,3.07,0.55,9.5,0
1203,96,8.0,0.29,0.29,13.2,46.0,26.0,113.0,0.9983,3.25,0.37,9.7,1
1205,590,6.2,0.3,0.49,11.2,58.0,68.0,215.0,0.99656,3.19,0.6,9.4,1
1206,3427,8.5,0.16,0.33,1.0,76.0,17.0,57.0,0.9921,3.14,0.46,10.6,1
1207,2690,6.3,0.3,0.24,6.6,0.04,38.0,141.0,0.995,3.22,0.47,9.5,0
1208,1800,9.0,0.3,0.49,7.2,39.0,32.0,84.0,0.9938,2.94,0.32,11.5,1
1209,3509,6.4,0.18,0.74,11.9,46.0,54.0,168.0,0.9978,3.58,0.68,10.1,0
1210,931,6.9,0.33,0.62,7.5,38.0,46.0,132.0,0.99143,3.23,0.43,13.4,1
1211,396,6.5,0.26,0.34,16.3,51.0,56.0,197.0,1.0004,3.49,0.42,9.8,0
1212,2487,8.3,0.18,0.3,1.1,33.0,20.0,57.0,0.99109,3.02,0.51,11.0,1
1213,3708,7.6,0.32,0.58,16.75,0.05,43.0,163.0,0.9999,3.15,0.54,9.2,0
1214,3047,6.5,0.2,0.35,3.9,0.04,27.0,140.0,0.99102,2.98,0.53,11.8,1
1215,1311,6.7,0.2,0.24,6.5,44.0,28.0,100.0,0.99348,3.12,0.33,10.2,1
1216,1471,9.2,0.19,0.42,2.0,47.0,16.0,104.0,0.99517,3.09,0.66,10.0,0
1217,137,7.2,0.25,0.32,1.5,54.0,24.0,105.0,0.99154,3.17,0.48,11.1,1
1218,1545,6.5,0.22,0.27,1.6,39.0,36.0,116.0,0.99178,3.38,0.57,11.0,1
1219,2386,6.3,0.12,0.36,2.1,44.0,47.0,146.0,0.9914,3.27,0.74,11.4,1
1220,2776,7.0,0.22,0.29,8.9,0.05,24.0,90.0,0.99556,3.29,0.46,9.8,1
1221,4451,7.0,0.22,0.28,10.6,39.0,32.0,117.0,0.99355,3.05,0.55,11.5,1
1222,3787,6.0,0.2,0.33,1.1,39.0,45.0,126.0,0.99051,3.31,0.45,11.6,1
1223,4145,7.7,0.3,0.34,1.2,48.0,4.0,119.0,0.99084,3.18,0.34,12.1,1
1224,4056,7.6,0.56,0.12,10.4,96.0,22.0,177.0,0.9983,3.32,0.45,9.1,0
1225,1447,6.5,0.25,0.32,9.9,45.0,41.0,128.0,0.99636,3.18,0.52,9.6,1
1226,3541,6.3,0.29,0.29,3.3,37.0,32.0,140.0,0.9895,3.17,0.36,12.8,1
1227,2594,7.4,0.22,0.26,8.8,27.0,23.0,112.0,0.9931,2.98,0.41,11.4,1
1228,844,6.0,0.16,0.37,1.5,25.0,43.0,117.0,0.9928,3.46,0.51,9.7,1
1229,3595,7.2,0.34,0.3,8.4,51.0,40.0,167.0,0.99756,3.48,0.62,9.7,0
1230,781,8.3,0.22,0.38,14.8,54.0,32.0,126.0,1.0002,3.22,0.5,9.7,0
1231,1529,7.4,0.19,0.3,12.8,53.0,48.5,229.0,0.9986,3.14,0.49,9.1,1
1232,3492,6.6,0.17,0.28,1.8,42.0,62.0,178.0,0.99204,3.15,0.42,10.2,0
1233,3253,5.6,0.295,0.2,2.2,49.0,18.0,134.0,0.99378,3.21,0.68,10.0,0
1234,2004,7.9,0.16,0.74,17.85,37.0,52.0,187.0,0.9998,2.99,0.41,9.3,0
1235,4490,6.4,0.125,0.29,5.85,42.0,24.0,99.0,0.992,3.23,0.32,12.0,1
1236,3223,7.3,0.22,0.41,15.4,0.05,55.0,191.0,1.0,3.32,0.59,8.9,1
1237,2506,7.2,0.37,0.15,2.0,29.0,27.0,87.0,0.9903,3.3,0.59,12.6,1
1238,3246,5.6,0.49,0.13,4.5,39.0,17.0,116.0,0.9907,3.42,0.9,13.7,1
1239,4299,7.9,0.34,0.44,6.5,27.0,47.0,126.0,0.99124,2.96,0.37,12.5,1
1240,882,7.6,0.3,0.37,1.6,87.0,27.0,177.0,0.99438,3.09,0.5,9.8,0
1241,2444,7.9,0.21,0.4,1.2,39.0,38.0,107.0,0.992,3.21,0.54,10.8,1
1242,1672,6.4,0.26,0.21,7.1,0.04,35.0,162.0,0.9956,3.39,0.58,9.9,1
1244,4308,7.4,0.16,0.31,6.85,59.0,31.0,131.0,0.9952,3.29,0.34,9.7,0
1245,1627,5.7,0.22,0.22,16.65,44.0,39.0,110.0,0.99855,3.24,0.48,9.0,1
1246,3430,5.3,0.24,0.33,1.3,33.0,25.0,97.0,0.9906,3.59,0.38,11.0,1
1247,2030,5.3,0.76,0.03,2.7,43.0,27.0,93.0,0.9932,3.34,0.38,9.2,0
1248,2406,6.4,0.21,0.21,5.1,97.0,21.0,105.0,0.9939,3.07,0.46,9.6,0
1249,3745,7.8,0.42,0.26,9.2,58.0,34.0,199.0,0.9972,3.14,0.55,9.3,1
1250,4617,7.5,0.24,0.31,13.0,49.0,46.0,217.0,0.9985,3.08,0.53,8.8,0
1251,3662,7.2,0.16,0.49,1.3,37.0,27.0,104.0,0.9924,3.23,0.57,10.6,1
1252,2811,6.4,0.22,0.32,7.9,29.0,34.0,124.0,0.9948,3.4,0.39,10.2,0
1253,3066,5.6,0.255,0.57,10.7,56.0,66.0,171.0,0.99464,3.25,0.61,10.4,1
1254,2088,6.3,0.35,0.26,17.6,61.0,59.0,198.0,0.99918,3.11,0.49,8.8,0
1255,924,5.8,0.18,0.28,1.3,34.0,9.0,94.0,0.99092,3.21,0.52,11.2,1
1256,3437,6.2,0.33,0.29,1.3,42.0,26.0,138.0,0.9956,3.77,0.64,9.5,0
1257,3248,8.2,0.26,0.44,1.3,46.0,7.0,69.0,0.9944,3.14,0.62,10.2,0
1258,3911,6.0,0.28,0.25,1.8,42.0,8.0,108.0,0.9929,3.08,0.55,9.0,0
1259,858,6.2,0.18,0.38,1.5,28.0,36.0,117.0,0.993,3.47,0.54,9.7,1
1260,3505,7.2,0.24,0.34,1.1,45.0,3.0,64.0,0.9913,3.23,0.51,11.4,0
1261,705,7.1,0.26,0.31,2.2,44.0,29.0,128.0,0.9937,3.34,0.64,10.9,1
1262,1708,6.6,0.27,0.25,1.2,33.0,36.0,111.0,0.98918,3.16,0.37,12.4,1
1263,2882,7.3,0.25,0.36,13.1,0.05,35.0,200.0,0.9986,3.04,0.46,8.9,1
1264,3478,6.6,0.39,0.39,11.9,57.0,51.0,221.0,0.99851,3.26,0.51,8.9,1
1265,2822,6.6,0.21,0.31,11.4,39.0,46.0,165.0,0.99795,3.41,0.44,9.8,1
1266,865,6.1,0.28,0.24,19.95,74.0,32.0,174.0,0.99922,3.19,0.44,9.3,1
1267,2403,6.2,0.37,0.24,6.1,32.0,19.0,86.0,0.98934,3.04,0.26,13.4,1
1268,2246,6.9,0.44,0.18,11.8,51.0,26.0,126.0,0.9975,3.23,0.48,9.1,0
1269,2057,7.7,0.3,0.42,14.3,45.0,45.0,213.0,0.9991,3.18,0.63,9.2,0
1270,2089,7.9,0.37,0.3,2.7,29.0,64.0,158.0,0.9916,3.12,0.59,12.0,1
1271,2015,6.854050029779626,0.21,0.28,5.9,47.0,29.0,101.0,0.99278,3.15,0.4,11.0,1
1272,2289,6.3,0.33,0.2,17.9,66.0,36.0,161.0,0.9991,3.14,0.51,8.8,0
1273,3313,5.1,0.35,0.26,6.8,34.0,36.0,120.0,0.99188,3.38,0.4,11.5,1
1274,2831,7.0,0.16,0.25,14.3,44.0,27.0,149.0,0.998,2.91,0.46,9.2,1
1275,257,6.0,0.395,0.0,1.4,42.0,7.0,55.0,0.99135,3.37,0.38,11.2,0
1276,3503,6.8,0.39,0.31,14.35,43.0,28.0,162.0,0.9988,3.17,0.54,9.1,0
1277,547,5.8,0.4,0.42,4.4,47.0,38.5,245.0,0.9937,3.25,0.57,9.6,1
1278,1457,6.9,0.24,0.33,12.5,46.0,47.0,153.0,0.9983,3.28,0.77,9.6,1
1279,339,5.2,0.17,0.27,0.7,0.03,11.0,68.0,0.99218,3.3,0.41,9.8,0
1280,357,6.0,0.34,0.29,6.1,46.0,29.0,134.0,0.99462,3.48,0.57,10.7,1
1281,4303,6.6,0.34,0.2,1.0,53.0,26.0,112.0,0.99336,3.32,0.55,9.1,0
1282,3217,6.2,0.23,0.35,0.7,51.0,24.0,111.0,0.9916,3.37,0.43,11.0,0
1283,4413,7.6,0.39,0.46,11.7,84.0,55.0,170.0,0.99773,2.91,0.51,9.0,0
1284,1242,6.3,0.32,0.35,11.1,39.0,29.0,198.0,0.9984,3.36,0.5,9.4,1
1285,4246,6.4,0.24,0.32,0.95,41.0,23.0,131.0,0.99033,3.25,0.35,11.8,0
1286,3649,8.3,0.14,0.45,1.5,39.0,18.0,98.0,0.99215,3.02,0.56,11.0,1
1287,3754,6.2,0.255,0.27,1.3,37.0,30.0,86.0,0.98834,3.05,0.59,12.9,1
1288,2495,7.5,0.705,0.1,13.0,44.0,44.0,214.0,0.99741,3.1,0.5,9.1,0
1289,947,5.6,0.39,0.24,4.7,34.0,27.0,77.0,0.9906,3.28,0.36,12.7,0
1290,3913,5.5,0.16,0.31,1.2,26.0,31.0,68.0,0.9898,3.33,0.44,11.6333333333333,1
1291,4574,7.3,0.19,0.49,15.55,58.0,50.0,134.0,0.9998,3.42,0.36,9.1,1
1292,1908,6.9,0.32,0.13,7.8,42.0,11.0,117.0,0.996,3.23,0.37,9.2,0
1293,267,7.9,0.18,0.49,5.2,51.0,36.0,157.0,0.9953,3.18,0.48,10.6,1
1294,200,6.2,0.28,0.27,10.3,0.03,26.0,108.0,0.99388,3.2,0.36,10.7,1
1295,3044,5.6,0.245,0.25,9.7,32.0,12.0,68.0,0.994,3.31,0.34,10.5,0
1296,2767,5.9,0.32,0.28,4.7,39.0,34.0,94.0,0.98964,3.22,0.57,13.1,1
1297,2104,6.7,0.23,0.25,1.6,36.0,28.0,143.0,0.99256,3.3,0.54,10.3,1
1298,718,6.6,0.17,0.38,1.5,32.0,28.0,112.0,0.9914,3.25,0.55,11.4,1
1299,1170,7.0,0.29,0.33,0.9,41.0,20.0,117.0,0.99048,3.21,0.5,11.4,0
1301,3428,6.8,0.16,0.36,1.3,34.0,32.0,98.0,0.99058,3.02,0.58,11.3,1
1302,2592,7.0,0.36,0.32,10.5,45.0,35.0,135.0,0.9935,3.09,0.33,11.6,1
1303,3048,6.8,0.16,0.36,1.3,34.0,32.0,98.0,0.99058,3.02,0.58,11.3,1
1304,2769,7.6,0.32,0.35,1.6,92.0,24.0,138.0,0.99438,3.19,0.44,9.8,0
1305,3200,5.5,0.335,0.3,2.5,71.0,27.0,128.0,0.9924,3.14,0.51,9.6,1
1306,1261,6.9,0.21,0.28,2.4,56.0,49.0,159.0,0.9944,3.02,0.47,8.8,1
1307,157,6.4,0.21,0.44,7.4,45.0,47.0,182.0,0.9957,3.24,0.46,9.1,0
1308,4273,6.8,0.32,0.18,7.5,41.0,71.0,223.0,0.9959,3.14,0.41,8.9,0
1309,4377,7.0,0.34,0.1,3.5,44.0,17.0,63.0,0.9937,3.01,0.39,9.2,0
1310,1501,6.7,0.18,0.37,1.3,27.0,42.0,125.0,0.98939,3.24,0.37,12.8,1
1311,4514,6.5,0.34,0.28,1.8,41.0,43.0,188.0,0.9928,3.13,0.37,9.6,1
1312,3873,6.1,0.31,0.58,5.0,39.0,36.0,114.0,0.9909,3.3,0.6,12.3,1
1313,1001,6.4,0.3,0.51,5.5,48.0,62.0,172.0,0.9942,3.08,0.45,9.1,1
1314,3033,6.2,0.2,0.31,1.0,31.0,22.0,73.0,0.99035,3.24,0.52,11.3,1
1315,3736,8.4,0.17,0.31,6.7,38.0,29.0,132.0,0.9945,3.1,0.32,10.6,1
1316,2721,7.6,0.3,0.38,2.1,43.0,10.0,98.0,0.99296,3.17,0.65,11.0,0
1317,846,8.1,0.26,0.37,1.9,72.0,48.0,159.0,0.9949,3.37,0.7,10.9,1
1318,3196,8.0,0.59,0.71,17.35,38.0,61.0,228.0,1.0,2.95,0.75,9.3,0
1319,4135,6.6,0.22,0.37,15.4,35.0,62.0,153.0,0.99845,3.02,0.4,9.3,0
1320,434,6.4,0.28,0.22,12.8,39.0,51.0,150.0,0.99535,3.23,0.43,10.7,1
1321,3453,7.2,0.31,0.5,13.3,56.0,68.0,195.0,0.9982,3.01,0.47,9.2,0
1322,474,6.9,0.38,0.29,13.65,48.0,52.0,189.0,0.99784,3.0,0.6,9.5,1
1323,1803,6.0,0.32,0.33,9.9,32.0,22.0,90.0,0.99258,3.1,0.43,12.1,1
1324,2189,6.2,0.21,0.27,1.7,38.0,41.0,150.0,0.9933,3.49,0.71,10.5,1
1325,1918,5.8,0.2,0.24,1.4,33.0,65.0,169.0,0.99043,3.59,0.56,12.3,1
1326,4585,6.2,0.24,0.29,13.3,39.0,49.0,130.0,0.9952,3.33,0.46,11.0,1
1327,3095,5.9,0.23,0.24,3.8,38.0,61.0,152.0,0.99139,3.31,0.5,11.3,1
1328,754,8.3,0.39,0.7,10.6,45.0,33.0,169.0,0.9976,3.09,0.57,9.4,0
1329,46,6.7,0.31,0.3,2.1,38.0,18.0,130.0,0.9928,3.36,0.63,10.6,1
1330,3820,6.2,0.25,0.54,7.0,46.0,58.0,176.0,0.99454,3.19,0.7,10.4,0
1332,2991,7.4,0.3,0.32,1.7,0.03,23.0,128.0,0.9929,3.17,0.66,10.9,0
1333,1851,7.3,0.32,0.35,1.4,0.05,8.0,163.0,0.99244,3.24,0.42,10.7,0
1334,448,6.5,0.21,0.37,2.5,48.0,70.0,138.0,0.9917,3.33,0.75,11.4,1
1335,720,7.2,0.6,0.2,9.9,0.07,21.0,174.0,0.9971,3.03,0.54,9.1,0
1336,4060,6.6,0.34,0.28,1.3,35.0,32.0,90.0,0.9916,3.1,0.42,10.7,1
1337,2838,7.4,0.36,0.32,1.9,36.0,27.0,119.0,0.99196,3.15,0.49,11.2,1
1338,4315,6.8,0.4,0.29,2.8,44.0,27.0,97.0,0.9904,3.12,0.42,11.2,1
1339,1087,6.7,0.22,0.37,1.6,28.0,24.0,102.0,0.9913,3.29,0.59,11.6,1
1340,1658,6.2,0.23,0.23,1.2,18.0,18.0,128.0,0.99178,3.05,0.28,10.6,0
1341,1106,7.2,0.15,0.39,1.8,43.0,21.0,159.0,0.9948,3.52,0.47,10.0,0
1342,4140,8.1,0.29,0.49,7.1,42.0,22.0,124.0,0.9944,3.14,0.41,10.8,1
1343,2923,7.3,0.155,0.49,1.3,39.0,34.0,136.0,0.9926,3.14,0.77,10.5,1
1344,4373,6.8,0.24,0.37,7.45,43.0,59.0,188.0,0.99579,3.2,0.5,9.4,1
1345,2640,6.8,0.17,0.34,2.0,0.04,38.0,111.0,0.99,3.24,0.45,12.9,1
1346,3309,6.4,0.34,0.23,6.3,39.0,37.0,143.0,0.9944,3.19,0.65,10.0,1
1347,1456,6.5,0.41,0.22,4.8,52.0,49.0,142.0,0.9946,3.14,0.62,9.2,0
1348,1314,6.0,0.2,0.24,1.8,0.03,30.0,105.0,0.9909,3.31,0.47,11.5,1
1349,1228,7.1,0.16,0.36,1.2,43.0,21.0,90.0,0.9925,3.16,0.42,11.0,1
1350,3659,6.8,0.21,0.36,18.1,38.15246053023524,32.0,133.0,1.0,3.27,0.48,8.8,0
1351,4211,6.8,0.63,0.04,1.3,58.0,25.0,133.0,0.99271,3.17,0.39,10.2,0
1352,2367,6.0,0.28,0.49,6.8,48.0,61.0,222.0,0.9953,3.19,0.47,9.3,0
1353,802,6.7,0.26,0.29,7.1,36.0,28.0,100.0,0.99534,3.08,0.36,9.3,1
1354,2787,6.7,0.44,0.31,1.9,0.03,41.0,104.0,0.99,3.29,0.62,12.6,1
1355,4357,5.8,0.22,0.29,0.9,34.0,34.0,89.0,0.98936,3.14,0.36,11.1,1
1356,3470,7.2,0.23,0.38,14.3,58.0,55.0,194.0,0.9979,3.09,0.44,9.0,1
1357,1599,6.6,0.32,0.33,2.5,52.0,40.0,210.0,0.99316,3.15,0.6,10.0,0
1358,2253,8.0,0.22,0.42,14.6,44.0,45.0,163.0,1.0003,3.21,0.69,8.6,1
